id,in_span_mean,out_span_mean,relative_TRT,Text_TRT,Target_TRT,Fix_Target,target_to_fixation_ratio,Fix_Total,Correct_Flag
A2PSR3CMNR1R9X,205.0,520.2432432432432,0.007642979643576169,26822.0,205.0,2,0.0124223602,161,0
A2QABS5PO2AYES,0,863.7647058823529,0.0,18571.0,0.0,0,0.0,125,1
A2RBF3IIJP15IH,0,172.22727272727272,0.0,10187.0,0.0,0,0.0,109,1
A2RC9V49MHS973,62.0,260.10526315789474,0.003979971755039158,15578.0,62.0,1,0.0059171598,169,0
A2UKBPPWF76NCT,249.0,401.2903225806452,0.009680805567435169,25721.0,249.0,3,0.0089285714,336,1
A2V27A9GZA1NR2,446.0,324.65,0.05206595347924232,20378.0,1061.0,8,0.0484848485,165,0
A2VLTSW6CXIUMR,65.0,507.27906976744185,0.0012882000872012367,50458.0,65.0,1,0.0023752969,421,0
A2VO8C41JJIQY9,0,851.1076923076923,0.0,79288.0,0.0,0,0.0,711,1
A2VOJULWLB9LYU,146.5,243.08695652173913,0.044152858921559235,10441.0,461.0,5,0.0555555556,90,0
A2WBGRTWOXDE6M,1343.0,537.8253968253969,0.017790485267254387,50364.0,896.0,4,0.012987013,308,0
A2XENTYL1D1UOL,53.0,291.2972972972973,0.0032366200439255576,34604.0,112.0,2,0.0043668122,458,1
A2Y87M8V0N1M6P,63.0,371.5882352941176,0.0027236176559595347,23131.0,63.0,1,0.0064102564,156,0
A2YC6PEMIRSOAA,815.0,339.6666666666667,0.05673261008296107,15670.0,889.0,9,0.0548780488,164,0
A2YP60DM1HYTH8,0,611.5,0.0,33289.0,0.0,0,0.0,213,1
A2YTY52FZNII62,0,201.70833333333334,0.0,13648.0,0.0,0,0.0,179,0
A2Z5A7TCIR8M6E,747.0,260.2,0.04503526858383071,14744.0,664.0,8,0.0559440559,143,0
A2Z6GCD1ZNCT6Z,320.0,249.93023255813952,0.04584681769147789,22248.0,1020.0,11,0.0458333333,240,0
A2ZDEERVRN5AMC,155.0,279.02941176470586,0.01451718647560176,21354.0,310.0,2,0.0122699387,163,0
A2ZSL0EDN3H4AT,200.5,319.6825396825397,0.013473104189765817,29763.0,401.0,3,0.0111940299,268,0
A3084P5PROPWOI,0,220.44117647058823,0.0,10911.0,0.0,0,0.0,153,1
A34NDXO56MBC3D,0,189.31578947368422,0.0,7456.0,0.0,0,0.0,83,0
A35J0Z5315SEBK,0,256.51612903225805,0.0,22361.0,0.0,0,0.0,238,0
A35P3396DDWKTT,68.0,170.21875,0.0065923412506059135,10315.0,68.0,1,0.0080645161,124,0
A361512FNHY889,69.0,156.88,0.0051084622788183905,13507.0,69.0,1,0.0060240964,166,0
A36IB78C6MVA3,150.0,249.75,0.004693977078761278,16404.0,77.0,1,0.0044247788,226,0
A3785TR8D5I81Q,0,679.1159420289855,0.0,62136.0,0.0,0,0.0,607,0
A379B5GPHSV7TX,0,221.3,0.0,2999.0,0.0,0,0.0,31,0
A37E5WQJFDG6QG,0,126.48387096774194,0.0,5697.0,0.0,0,0.0,71,1
A38DHLB88V8DL8,97.0,375.46666666666664,0.006631583450990459,23373.0,155.0,2,0.0068027211,294,0
A39SK1E6IMQBD5,437.05263157894734,274.14814814814815,0.45190917991514756,21449.0,9693.0,83,0.4129353234,201,0
A3A1KP2SJRGNRZ,718.0,361.2391304347826,0.07492188067727636,27522.0,2062.0,27,0.0745856354,362,0
A3B2YRSMSC2J3T,0,98.0,0.0,2105.0,0.0,0,0.0,21,1
A3C6TJDUSBLFCX,173.0,165.5,0.03799692510432682,4553.0,173.0,2,0.0344827586,58,1
A3CZZJYU9JI93H,105.0,123.76470588235294,0.026950718685831623,3896.0,105.0,1,0.0243902439,41,0
A3DTG2QEFWI2II,442.0,484.3636363636364,0.06607760276603919,15618.0,1032.0,11,0.0578947368,190,1
A3EQVDHHKZRC0K,607.0,317.4,0.022453207072575275,27034.0,607.0,6,0.0147058824,408,1
A3EU8ENRH654SB,62.0,233.34285714285716,0.002660030890681311,23308.0,62.0,1,0.0044444444,225,0
A3F7C28TEYK795,267.5,236.46875,0.33901777026681007,19527.0,6620.0,70,0.3125,224,0
A3FL5SZK2XRTFB,63.0,292.07547169811323,0.006005186297256722,21981.0,132.0,2,0.0070921986,282,1
A3FPXYVABXB9IZ,408.0,275.48,0.016662546353522868,20225.0,337.0,4,0.0174672489,229,1
A3HNEYFOIJWPH1,0,237.6,0.0,11549.0,0.0,0,0.0,118,0
A3J6YBLI6HWG6W,129.53846153846155,155.31578947368422,0.29310100580818815,7059.0,2069.0,28,0.3181818182,88,1
A3K0U7YO7V7KZF,164.0,137.88235294117646,0.02623580227163654,6251.0,164.0,1,0.014084507,71,0
A3L95FSCN74FIF,569.3809523809524,357.0,0.5520179020100503,25472.0,14061.0,135,0.5443548387,248,1
A3MHP4LZ3V88NF,0,225.4,0.0,2239.0,0.0,0,0.0,29,0
A3MKSFVTMOF50Y,0,386.22222222222223,0.0,17996.0,0.0,0,0.0,190,0
A3NXT3OVGL7QNR,53.0,141.38095238095238,0.00510204081632653,10388.0,53.0,1,0.0086956522,115,1
A3NXW2JI4DU0C0,368.6666666666667,307.3272727272727,0.040114832535885166,26125.0,1048.0,13,0.0439189189,296,0
A3RDJ3UZ9EJP6Y,124.0,292.6551724137931,0.009112286890064668,13608.0,124.0,1,0.0071428571,140,0
A3RI9RLBGPG2B6,0,132.24324324324326,0.0,5794.0,0.0,0,0.0,78,0
A3RMV9ZGFJ0HHF,1598.0,407.9433962264151,0.039805704321833356,40145.0,1598.0,8,0.025477707,314,0
A3RVHUY67SVXQV,273.5,179.26666666666668,0.052942315137437086,10332.0,547.0,5,0.0561797753,89,0
A3VHDQR8A9JJ4F,116.75,379.54285714285714,0.0219341505800573,21291.0,467.0,5,0.0251256281,199,0
A489K1IFOM4JW,232.0,292.4166666666667,0.02108132666969559,11005.0,232.0,3,0.0288461538,104,1
A4CHLWPHZIP7Y,131.47368421052633,143.1153846153846,0.2856145251396648,10024.0,2863.0,41,0.3059701493,134,0
A4RSIQQ5UOED2,126.0,80.5,0.02092675635276532,6021.0,126.0,2,0.0215053763,93,1
A4W9APAHFWVLO,0,276.54347826086956,0.0,17203.0,0.0,0,0.0,158,1
A4W9APAHFWVLO,574.5,320.1818181818182,0.03963025557893285,28993.0,1149.0,7,0.0348258706,201,0
A7GT7BIC7ERWE,0,191.2,0.0,11121.0,0.0,0,0.0,112,0
A7SW6SVNJ5V6O,706.0,236.45833333333334,0.06768286837311858,10431.0,706.0,4,0.0338983051,118,1
A8C3WNWRBWUXO,421.0,434.9428571428571,0.015586819696408738,27010.0,421.0,6,0.0189274448,317,1
A9KXY0C9JHSZL,0,0,0.0,1934.0,0.0,0,0.0,23,1
ACTQSBR4YRLZZ,0,209.35,0.0,11824.0,0.0,0,0.0,133,0
AE681FG4LT6DV,0,120.5,0.0,1367.0,0.0,0,0.0,11,0
AFJFYJZ849YOZ,625.0,409.34,0.01083021414984353,32594.0,353.0,4,0.0134228188,298,0
AI8E3ZLZ3FO6O,210.5,150.33333333333334,0.028417898108918052,9677.0,275.0,4,0.0294117647,136,1
AIA7RZSAONU5M,349.0,392.84615384615387,0.015349430443770067,22737.0,349.0,3,0.0168539326,178,0
AIJG3Z7ATXCTD,98.0,121.9,0.0438871473354232,2233.0,98.0,1,0.0303030303,33,0
AK52RXEJKR81A,329.0,149.375,0.07499430134488261,4387.0,329.0,3,0.0625,48,0
AKAM01E1R4KAF,0,149.16666666666666,0.0,7137.0,0.0,0,0.0,89,1
AKK1UCZ1NC5OW,231.13333333333333,338.75,0.17971403038427167,22380.0,4022.0,43,0.16796875,256,0
AKNBC1TE88NDO,0,214.10344827586206,0.0,24853.0,0.0,0,0.0,259,0
AMPR904VJJFZY,407.0,229.3125,0.030819324549447222,13206.0,407.0,3,0.0254237288,118,1
ANCTZADQC3D75,1399.5,1346.342105263158,0.023627231671801797,118465.0,2799.0,14,0.0143737166,974,1
ANX6Q4NMZL8EI,145.0,158.32142857142858,0.011775215202208868,12314.0,145.0,2,0.0136054422,147,0
AOQU769ZT0JSD,382.0,831.6140350877193,0.01724676357029298,70448.0,1215.0,19,0.0179924242,1056,0
AQMLJYUQCSG22,158.66666666666666,218.86111111111111,0.028541001064962726,14085.0,402.0,5,0.0354609929,141,0
AQWH9UY6FVU21,441.0,405.64,0.0,29236.0,0.0,0,0.0,174,0
ARUXG5FD1Q76F,321.0,311.7894736842105,0.05219512195121951,12300.0,642.0,6,0.0555555556,108,1
AT6LDQNLKTUSE,186.625,229.08695652173913,0.18692824864984017,9073.0,1696.0,21,0.1926605505,109,0
ATA9BBCLTE2HS,0,230.66666666666666,0.0,3416.0,0.0,0,0.0,42,1
AUA3VQ48GSMLF,0,0,0.0,131.0,0.0,0,0.0,2,1
AV6J56XKCIG7F,0,281.25,0.0,7719.0,0.0,0,0.0,82,0
AX3KFUB3F8VOU,175.0,0,0.08565834557023984,2043.0,175.0,2,0.0714285714,28,0
AX8NXTT8QMGHC,470.0,280.27272727272725,0.09719071715232944,11462.0,1114.0,6,0.0638297872,94,0
AXY0D2AMLKE2A,0,325.5238095238095,0.0,9607.0,0.0,0,0.0,107,1
AYQTQYOLTNY0Y,0,103.4,0.0,1469.0,0.0,1,0.0476190476,21,1
AYY0UC6KCN9RW,54.0,281.2894736842105,0.003339517625231911,16170.0,54.0,1,0.0041841004,239,1
AYYSG3O9FNU15,0,178.22222222222223,0.0,3261.0,0.0,0,0.0,22,0
AZS5TQV407VDD,119.42857142857143,167.36363636363637,0.20570652173913043,3680.0,757.0,7,0.1590909091,44,1
AZU9D7YLCTAYV,886.0,592.6666666666666,0.019858980114611666,37867.0,752.0,8,0.0273972603,292,0
p1-lab-control,0,304.95454545454544,0.0,12180.0,0.0,0,0.0,98,1
p1-volunteer-cognition,0,132.5,0.0,2246.0,0.0,0,0.0,17,0
p10-volunteer-cognition,263.0,175.4,0.08188044831880448,6424.0,526.0,6,0.0714285714,84,1
p11-volunteer-cognition,60.0,338.90909090909093,0.007844162635638646,7649.0,60.0,1,0.0093457944,107,1
p12-volunteer-cognition,82.0,221.6904761904762,0.009002910715494482,14773.0,133.0,2,0.0103092784,194,1
p13-lab-control,0,87.0,0.0,1675.0,0.0,0,0.0,29,1
p13-volunteer-cognition,280.0,359.3,0.012366944922927432,22641.0,280.0,3,0.0164835165,182,1
p13-volunteer-cognition,0,13959.0,0.0,13959.0,0.0,0,0.0,2,1
p14-lab-control,408.0,442.7142857142857,0.11705542478065482,4673.0,547.0,2,0.0571428571,35,1
p14-volunteer-cognition,1018.0,472.219512195122,0.03866486990774334,28941.0,1119.0,8,0.0337552743,237,1
p15-lab-control,223.0,231.88888888888889,0.05936443542934415,7395.0,439.0,4,0.0430107527,93,1
p15-volunteer-cognition,282.5,279.5,0.1427488630621526,3958.0,565.0,4,0.085106383,47,1
p16-lab-control,0,181.14285714285714,0.0,5276.0,0.0,0,0.0,80,1
p16-volunteer-cognition,252.0,522.0,0.01441895062081593,17477.0,252.0,2,0.0147058824,136,1
p17-volunteer-cognition,0,255.375,0.0,6258.0,0.0,0,0.0,48,1
p18-lab-control,370.5,871.1818181818181,0.03879454675914853,20905.0,811.0,8,0.0601503759,133,1
p19-volunteer-cognition,475.0,249.11111111111111,0.07915157785825143,7732.0,612.0,2,0.0392156863,51,1
p3-lab-control,340.0,400.77358490566036,0.011831613843559772,34991.0,414.0,6,0.0133333333,450,0
p3-volunteer-cognition,239.0,226.79310344827587,0.017663143891804005,13531.0,239.0,3,0.0247933884,121,1
p4-lab-control,0,432.0,0.005488416275265185,18949.0,104.0,1,0.0086206897,116,1
p4-volunteer-cognition,0,181.8918918918919,0.0,10569.0,0.0,0,0.0,132,0
p5-volunteer-cognition,92.0,250.0,0.03741550070743594,6361.0,238.0,3,0.0361445783,83,1
p6-lab-control,545.0,433.2121212121212,0.01842085148666208,26166.0,482.0,5,0.0216450216,231,1
p6-volunteer-cognition,169.0,302.2,0.008721680342674305,19377.0,169.0,2,0.0145985401,137,1
p6-volunteer-cognition,0,14820.0,0.0,14820.0,0.0,0,0.0,2,0
p7-lab-control,310.0,221.61111111111111,0.02264261193484771,13691.0,310.0,3,0.0194805195,154,1
p7-volunteer-cognition,100.0,472.45454545454544,0.00435369410945187,22969.0,100.0,1,0.0057803468,173,1
p7-volunteer-cognition,0,466.77777777777777,0.0,10281.0,0.0,0,0.0,56,1
p8-volunteer-cognition,0,440.7352941176471,0.0,22657.0,0.0,0,0.0,140,1
A10BH9PYCYUKDJ,0,571.3333333333334,0.0,49146.0,0.0,0,0.0,314,1
A10W3EILX06DFO,58.0,96.73333333333333,0.013564078578110383,4276.0,58.0,1,0.0147058824,68,1
A11EZAV2HRYKD5,0,338.0,0.0,32714.0,0.0,0,0.0,482,1
A11M4E3N6Q8918,0,405.9655172413793,0.0,19898.0,0.0,0,0.0,237,1
A11YS0T8MV3Q7C,335.0,521.0862068965517,0.006981968307935159,49413.0,345.0,2,0.0047961631,417,1
A12HLLXWOQJ14Q,324.2307692307692,207.0,0.26565886146202233,18919.0,5026.0,59,0.2565217391,230,1
A12NT768CR36E5,0,309.0833333333333,0.004108463434675432,17038.0,70.0,1,0.0052356021,191,1
A13WTEQ06V3B6D,332.125,190.19354838709677,0.42979758243330235,13981.0,6009.0,54,0.3829787234,141,1
A160BYMX7X0EPG,601.3333333333334,321.24444444444447,0.060223143950355294,31101.0,1873.0,24,0.0560747664,428,1
A17Q4QN6UE0EZC,0,131.2941176470588,0.0,7890.0,0.0,0,0.0,86,1
A18JFH5XQAUVAK,151.0,120.0,0.044687777448949396,3379.0,151.0,2,0.04,50,0
A18MDEBDC9B19A,0,250.2,0.0,1811.0,0.0,0,0.0,16,0
A19F9CLZ0XWBYR,320.0,203.75,0.06380857427716849,10030.0,640.0,4,0.0380952381,105,1
A19L8SNH73AX1Z,482.5,173.46875,0.06952449567723343,13880.0,965.0,7,0.053030303,132,0
A1B7X75L6JOPGM,0,114.79310344827586,0.0,4819.0,0.0,0,0.0,66,1
A1BASVXQK125PD,254.38888888888889,189.0,0.4374010828821324,12005.0,5251.0,61,0.391025641,156,0
A1CPY1HLCFTIL1,119.5,729.1714285714286,0.006818570451436389,46784.0,319.0,4,0.0088888889,450,1
A1D26DHX9CDRGI,115.66666666666667,155.55555555555554,0.05933652530779754,5848.0,347.0,4,0.0588235294,68,1
A1D41E24S4E4I4,0,346.52702702702703,0.0,33587.0,0.0,0,0.0,362,1
A1FMSDBXC2CYM0,119.0,126.8695652173913,0.035845363347198435,8174.0,293.0,4,0.0322580645,124,0
A1HR8IRDC07FO9,433.06666666666666,295.8965517241379,0.3923518556489645,19508.0,7654.0,87,0.3866666667,225,1
A1IJ6E21R29K53,0,292.3225806451613,0.0,16540.0,0.0,0,0.0,184,1
A1ISZTMNHXPB4C,0,207.13333333333333,0.0,18218.0,0.0,0,0.0,207,1
A1JI19KPIVNL3Y,560.5,188.95454545454547,0.07092243451853726,15806.0,1121.0,11,0.0582010582,189,0
A1JVDJPJN1XHLD,60.0,335.6727272727273,0.0021364477994587666,28084.0,60.0,1,0.0029761905,336,0
A1JWPEUSQYB6XL,165.33333333333334,156.60714285714286,0.05218855218855219,9504.0,496.0,4,0.036036036,111,1
A1K76PLMB0YQT5,1077.75,307.9259259259259,0.1480886306746191,32359.0,4792.0,71,0.1504237288,472,1
A1KGPGSI6I9TQ5,123.0,127.16666666666667,0.08384458077709611,2934.0,246.0,3,0.0789473684,38,1
A1LTVR9DOB62B1,245.25,188.35714285714286,0.074329121113162,14086.0,1047.0,12,0.0745341615,161,0
A1N93G08WP4XH7,316.94736842105266,228.72972972972974,0.32991382847763645,19496.0,6432.0,45,0.2777777778,162,0
A1NQOR4RQJJDMW,120.5,168.34782608695653,0.027084738143403012,8898.0,241.0,3,0.0265486726,113,0
A1OM5NWYYYJKQW,207.625,190.96153846153845,0.2716670311247175,13719.0,3727.0,28,0.2692307692,104,1
A1OZPLHNIU1519,237.0,171.76923076923077,0.019577069221873453,12106.0,237.0,2,0.0153846154,130,1
A1PHDT66U6IK4Q,300.8,337.05970149253733,0.043998478775999765,34183.0,1504.0,19,0.0444964871,427,0
A1QMJNJ5FGC09,600.0,372.625,0.07062114638045215,35032.0,2474.0,15,0.0551470588,272,1
A1T9BJRS4IL8VQ,102.0,103.77777777777777,0.03450608930987822,2956.0,102.0,1,0.0256410256,39,1
A1VGM6OJRPRNCQ,286.6,182.2,0.4002628120893561,7610.0,3046.0,30,0.3409090909,88,1
A1WH32GYQOHIRQ,351.5,399.2916666666667,0.0398763436285771,35259.0,1406.0,24,0.0634920635,378,1
A1WRZX4HNRMVG1,218.75,268.10526315789474,0.03493292877674864,25048.0,875.0,6,0.0266666667,225,0
A1X2SSCWCB9N76,216.0,205.74418604651163,0.018849812374552754,11459.0,216.0,2,0.0170940171,117,0
A1YRYQBQGQRY1Q,317.0,324.47222222222223,0.008520589183958715,37204.0,317.0,4,0.0118694362,337,1
A1YTB9G04PC71S,70.0,218.6304347826087,0.005245803357314149,13344.0,70.0,1,0.0072992701,137,1
A20SL254675EOK,98.125,135.0,0.25155187703221993,3383.0,851.0,12,0.2857142857,42,1
A21ZK49H9LSSRY,240.0,185.38095238095238,0.009330568720379146,20256.0,189.0,2,0.0071942446,278,1
A224ZKQ83DQ3P3,0,218.86363636363637,0.0,6223.0,0.0,0,0.0,73,0
A23KAJRDVCVGOE,104.0,220.20454545454547,0.007652122728276065,13591.0,104.0,1,0.0061728395,162,1
A24LB89P1BPKKF,375.0,260.4074074074074,0.06369805929277295,25197.0,1605.0,14,0.0571428571,245,0
A25TQ73VVCOM4X,393.25,305.72727272727275,0.04440322932576915,36664.0,1628.0,14,0.0308370044,454,1
A28VE2YSRYE3B8,116.0909090909091,127.22222222222223,0.2409133900824213,7401.0,1783.0,23,0.2446808511,94,1
A292T1OXCVXN78,314.5625,139.52631578947367,0.40052208268660927,14174.0,5677.0,56,0.35,160,0
A293JF50QSYCRO,412.0,255.25641025641025,0.031026432713306726,13279.0,412.0,4,0.0245398773,163,1
A2APG8MSLJ6G2K,339.6,196.53333333333333,0.40719655096175106,18092.0,7367.0,82,0.3849765258,213,1
A2G57M3XD1AIBS,204.0,250.06896551724137,0.010250741168785488,19901.0,204.0,3,0.0147783251,203,1
A2H1QUGX0SOUMH,0,149.1904761904762,0.0,8476.0,0.0,0,0.0,117,1
A2HOEI5M6G883O,533.0,444.2307692307692,0.02509425548303401,24667.0,619.0,6,0.0434782609,138,1
A2I6ZALE49CVSC,169.41666666666666,151.14285714285714,0.2460235294117647,10625.0,2614.0,29,0.2543859649,114,0
A2IFHU3P1MF54K,533.0,522.2166666666667,0.034275274539785926,50357.0,1726.0,12,0.0323450135,371,1
A2IQ0QCTQ3KWLT,68.0,299.06451612903226,0.00352477710968277,19292.0,68.0,1,0.01,100,1
A2LLOJFA11FSZF,194.33333333333334,154.7826086956522,0.08737603859555079,7462.0,652.0,9,0.097826087,92,1
A2N9U74YIPDQ9F,181.66666666666666,169.0,0.048120107789041446,7793.0,375.0,3,0.0348837209,86,1
A2OU4N4VBIE91I,320.14285714285717,342.05,0.27087451434803356,29342.0,7948.0,66,0.2619047619,252,0
A2OVX9UW5WANQE,0,231.29090909090908,0.0,16879.0,0.0,0,0.0,220,1
A2PSR3CMNR1R9X,248.0,249.16,0.015037593984962405,16492.0,248.0,2,0.0126582278,158,0
A2QABS5PO2AYES,791.25,492.95454545454544,0.15406162464985995,22491.0,3465.0,30,0.1369863014,219,1
A2RBF3IIJP15IH,373.5,192.15,0.10353430353430354,7215.0,747.0,9,0.1046511628,86,1
A2RC9V49MHS973,241.0,250.45833333333334,0.01683666340645522,14314.0,241.0,3,0.0193548387,155,0
A2UKBPPWF76NCT,164.0,693.6862745098039,0.0028592349802991734,57358.0,164.0,2,0.0025125628,796,0
A2V27A9GZA1NR2,186.5,181.775,0.03383526850507983,11024.0,373.0,3,0.0254237288,118,1
A2VLTSW6CXIUMR,266.6666666666667,500.6666666666667,0.019603038470963,40810.0,800.0,9,0.0245901639,366,1
A2VO8C41JJIQY9,1743.4,453.0483870967742,0.1672806430006698,53748.0,8991.0,76,0.1513944223,502,0
A2VOJULWLB9LYU,237.0,262.4166666666667,0.009369811022376849,25294.0,237.0,2,0.0078740157,254,0
A2WBGRTWOXDE6M,0,413.8125,0.0,35412.0,0.0,0,0.0,200,1
A2XENTYL1D1UOL,370.25,381.17241379310343,0.041603075009892035,35382.0,1472.0,18,0.0368852459,488,0
A2Y87M8V0N1M6P,247.42105263157896,332.1923076923077,0.28078962875662933,20364.0,5718.0,43,0.288590604,149,1
A2YC6PEMIRSOAA,69.0,211.08333333333334,0.006855439642324888,10065.0,69.0,1,0.0082644628,121,0
A2YP60DM1HYTH8,758.25,375.65384615384613,0.11617593602326427,27510.0,3196.0,18,0.0932642487,193,0
A2YTY52FZNII62,196.0,161.91489361702128,0.032434221413205365,12086.0,392.0,5,0.0301204819,166,0
A2Z5A7TCIR8M6E,80.0,207.41935483870967,0.021502399409376153,10836.0,233.0,3,0.0247933884,121,1
A2Z6GCD1ZNCT6Z,55.0,225.97142857142856,0.005123428039124359,10735.0,55.0,1,0.008,125,1
A2ZDEERVRN5AMC,226.76923076923077,180.96296296296296,0.23550439694001574,13987.0,3294.0,30,0.2654867257,113,1
A2ZSL0EDN3H4AT,405.5,307.10714285714283,0.03346952251248401,24231.0,811.0,6,0.0269058296,223,1
A3084P5PROPWOI,0,137.68965517241378,0.0,5611.0,0.0,0,0.0,78,0
A34NDXO56MBC3D,0,137.97058823529412,0.0,6706.0,0.0,0,0.0,77,0
A35J0Z5315SEBK,136.0,240.52,0.007384080790531002,18418.0,136.0,2,0.0090497738,221,1
A35P3396DDWKTT,0,160.375,0.0,10221.0,0.0,0,0.0,126,1
A361512FNHY889,145.0,145.8,0.01661319890009166,8728.0,145.0,2,0.018018018,111,0
A36IB78C6MVA3,374.0,232.625,0.017490529860169295,21383.0,374.0,5,0.0177304965,282,1
A3785TR8D5I81Q,319.0,462.55,0.009738399847240786,57607.0,561.0,6,0.0097244733,617,1
A379B5GPHSV7TX,0,306.1111111111111,0.0,7555.0,0.0,0,0.0,80,0
A37E5WQJFDG6QG,57.0,120.72413793103448,0.012875536480686695,4427.0,57.0,1,0.0196078431,51,1
A38DHLB88V8DL8,0,310.7826086956522,0.0,21641.0,0.0,0,0.0,257,1
A39SK1E6IMQBD5,364.25,435.10869565217394,0.05075240351121638,28708.0,1457.0,16,0.0540540541,296,0
A3A1KP2SJRGNRZ,328.0,261.0,0.016500969431954126,24241.0,400.0,6,0.0169014085,355,1
A3B2YRSMSC2J3T,0,163.88888888888889,0.0,3122.0,0.0,0,0.0,46,1
A3C6TJDUSBLFCX,118.72727272727273,163.78571428571428,0.30989197203982205,4721.0,1463.0,18,0.3272727273,55,1
A3CZZJYU9JI93H,73.71428571428571,153.7,0.08701517706576728,5930.0,516.0,7,0.1044776119,67,0
A3DTG2QEFWI2II,0,178.25,0.0,9205.0,0.0,0,0.0,113,1
A3EQVDHHKZRC0K,129.88888888888889,340.5192307692308,0.08134820820880063,33793.0,2749.0,45,0.0792253521,568,0
A3EU8ENRH654SB,140.0,338.43243243243245,0.0042383143618309515,33032.0,140.0,2,0.0063091483,317,1
A3F7C28TEYK795,229.0,205.140350877193,0.05891877774875947,19145.0,1128.0,14,0.0593220339,236,0
A3FL5SZK2XRTFB,155.05882352941177,153.28571428571428,0.24232619151727153,11435.0,2771.0,33,0.2088607595,158,1
A3FPXYVABXB9IZ,304.0,132.9047619047619,0.040948275862068964,7424.0,304.0,3,0.0333333333,90,1
A3HNEYFOIJWPH1,62.0,185.75409836065575,0.004316045945005221,14365.0,62.0,1,0.0064102564,156,0
A3J6YBLI6HWG6W,0,148.30769230769232,0.0,4211.0,0.0,0,0.0,58,0
A3K0U7YO7V7KZF,0,191.37037037037038,0.0,7324.0,0.0,0,0.0,93,1
A3L95FSCN74FIF,511.5,213.45833333333334,0.0738734835355286,13848.0,1023.0,10,0.0632911392,158,1
A3MHP4LZ3V88NF,0,82.0,0.0,2838.0,0.0,0,0.0,47,1
A3MKSFVTMOF50Y,142.53333333333333,222.61904761904762,0.1886573113011708,12043.0,2272.0,31,0.186746988,166,0
A3NXT3OVGL7QNR,50.0,665.75,0.0011750605156165544,42551.0,50.0,1,0.004,250,1
A3NXW2JI4DU0C0,0,206.96774193548387,0.0,9943.0,0.0,0,0.0,115,1
A3RDJ3UZ9EJP6Y,0,192.27777777777777,0.0,5468.0,0.0,0,0.0,50,1
A3RI9RLBGPG2B6,70.0,115.26315789473684,0.019948703334283273,3509.0,70.0,1,0.0181818182,55,0
A3RMV9ZGFJ0HHF,76.0,423.7586206896552,0.002169259312116455,35035.0,76.0,1,0.0031055901,322,1
A3RVHUY67SVXQV,187.0,263.94444444444446,0.342745958890441,10022.0,3435.0,33,0.375,88,0
A3VHDQR8A9JJ4F,124.0,296.0,0.005944391179290508,20860.0,124.0,2,0.0088888889,225,0
A489K1IFOM4JW,103.0,110.7741935483871,0.016777976869196937,6139.0,103.0,1,0.0119047619,84,1
A4CHLWPHZIP7Y,152.66666666666666,178.36363636363637,0.033154770522658174,13814.0,458.0,6,0.03125,192,1
A4RSIQQ5UOED2,76.0,198.11111111111111,0.0068714833441218945,20083.0,138.0,2,0.0064724919,309,0
A4W9APAHFWVLO,238.0,244.85714285714286,0.013858695652173913,22080.0,306.0,3,0.013215859,227,1
A4W9APAHFWVLO,135.0,343.38775510204084,0.006108597285067873,22100.0,135.0,1,0.0050505051,198,0
A7GT7BIC7ERWE,141.75,152.87878787878788,0.18750642145278948,9733.0,1825.0,24,0.1967213115,122,1
A7SW6SVNJ5V6O,153.5,178.0,0.052904564315352696,10604.0,561.0,6,0.052173913,115,0
A8C3WNWRBWUXO,315.5,559.3611111111111,0.03845367747963444,34249.0,1317.0,18,0.0391304348,460,0
A9KXY0C9JHSZL,80.0,138.27272727272728,0.0,3358.0,0.0,0,0.0,45,1
ACTQSBR4YRLZZ,265.42105263157896,292.35714285714283,0.24734904916308825,22822.0,5645.0,65,0.2398523985,271,0
AE681FG4LT6DV,159.0,93.92307692307692,0.3585374511892084,2817.0,1010.0,10,0.3225806452,31,0
AFJFYJZ849YOZ,268.0,435.7,0.009462636921488788,34874.0,330.0,3,0.0076335878,393,0
AI8E3ZLZ3FO6O,216.0,270.46153846153845,0.05791661080573803,7459.0,432.0,4,0.049382716,81,1
AIA7RZSAONU5M,261.0,432.6333333333333,0.013132654566917515,27108.0,356.0,3,0.0132743363,226,0
AIJG3Z7ATXCTD,0,79.9,0.0,5768.0,0.0,0,0.0,94,0
AK52RXEJKR81A,146.0,186.41666666666666,0.021394523888704133,9021.0,193.0,3,0.027027027,111,0
AKAM01E1R4KAF,131.0,199.5,0.3475266123982467,6388.0,2220.0,29,0.3222222222,90,1
AKK1UCZ1NC5OW,487.0,521.95,0.020116901088460665,48417.0,974.0,11,0.0187713311,586,0
AKNBC1TE88NDO,58.0,355.22641509433964,0.002224694104560623,26071.0,58.0,1,0.0035587189,281,0
AMPR904VJJFZY,84.57142857142857,160.30434782608697,0.0830928330928331,8316.0,691.0,10,0.1162790698,86,0
ANCTZADQC3D75,87.0,195.54545454545453,0.00856552131534902,10157.0,87.0,2,0.0168067227,119,0
ANX6Q4NMZL8EI,290.8235294117647,261.19444444444446,0.2028280196198651,26096.0,5293.0,60,0.2112676056,284,0
AOQU769ZT0JSD,111.0,179.52,0.01592539454806313,6970.0,111.0,2,0.0192307692,104,1
AQMLJYUQCSG22,0,262.1764705882353,0.0,13561.0,0.0,0,0.0,131,0
AQWH9UY6FVU21,441.39130434782606,335.06451612903226,0.3956979207814127,27847.0,11019.0,81,0.4153846154,195,0
